Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Country Name
2006,Turin,Skating,Speed skating,"VERHEIJEN, Carl",NED,Men,Team Pursuit,Bronze,Netherlands
2006,Turin,Skating,Speed skating,"WENNEMARS, Erben",NED,Men,Team Pursuit,Bronze,Netherlands
2006,Turin,Skating,Speed skating,"ANESI, Matteo",ITA,Men,Team Pursuit,Gold,Italy
2006,Turin,Skating,Speed skating,"DONAGRANDI, Stefano",ITA,Men,Team Pursuit,Gold,Italy
2006,Turin,Skating,Speed skating,"FABRIS, Enrico",ITA,Men,Team Pursuit,Gold,Italy
2006,Turin,Skating,Speed skating,"SANFRATELLO, Ippolito",ITA,Men,Team Pursuit,Gold,Italy
2006,Turin,Skating,Speed skating,"DANKERS, Arne",CAN,Men,Team Pursuit,Silver,Canada
2006,Turin,Skating,Speed skating,"ELM, Steven",CAN,Men,Team Pursuit,Silver,Canada
2006,Turin,Skating,Speed skating,"MORRISON, Denny",CAN,Men,Team Pursuit,Silver,Canada
2006,Turin,Skating,Speed skating,"PARKER, Jason",CAN,Men,Team Pursuit,Silver,Canada
2006,Turin,Skating,Speed skating,"WARSYLEWICZ, Justin",CAN,Men,Team Pursuit,Silver,Canada
2006,Turin,Skating,Speed skating,"ABRAMOVA, Yekaterina",RUS,Women,Team Pursuit,Bronze,Russia
2006,Turin,Skating,Speed skating,"BARYSHEVA, Varvara",RUS,Women,Team Pursuit,Bronze,Russia
2006,Turin,Skating,Speed skating,"LIKHACHOVA, Galina",RUS,Women,Team Pursuit,Bronze,Russia
2006,Turin,Skating,Speed skating,"LOBYSHEVA, Yekaterina",RUS,Women,Team Pursuit,Bronze,Russia
2006,Turin,Skating,Speed skating,"VYSOKOVA, Svetlana",RUS,Women,Team Pursuit,Bronze,Russia
2006,Turin,Skating,Speed skating,"ANSCHUETZ THOMS, Daniela",GER,Women,Team Pursuit,Gold,Germany
2006,Turin,Skating,Speed skating,"FRIESINGER-POSTMA, Anna",GER,Women,Team Pursuit,Gold,Germany
2006,Turin,Skating,Speed skating,"OPITZ, Lucille",GER,Women,Team Pursuit,Gold,Germany
2006,Turin,Skating,Speed skating,"PECHSTEIN, Claudia",GER,Women,Team Pursuit,Gold,Germany
2006,Turin,Skating,Speed skating,"VOELKER, Sabine",GER,Women,Team Pursuit,Gold,Germany
2006,Turin,Skating,Speed skating,"GROVES, Kristina",CAN,Women,Team Pursuit,Silver,Canada
2006,Turin,Skating,Speed skating,"HUGHES, Clara",CAN,Women,Team Pursuit,Silver,Canada
2006,Turin,Skating,Speed skating,"KLASSEN, Cindy",CAN,Women,Team Pursuit,Silver,Canada
2006,Turin,Skating,Speed skating,"NESBITT, Christine",CAN,Women,Team Pursuit,Silver,Canada
2006,Turin,Skating,Speed skating,"REMPEL, Shannon",CAN,Women,Team Pursuit,Silver,Canada
2010,Vancouver,Skating,Speed skating,"de JONG, Bob",NED,Men,10000M,Bronze,Netherlands
2010,Vancouver,Skating,Speed skating,"LEE, Seung-Hoon",KOR,Men,10000M,Gold,"Korea, South"
2010,Vancouver,Skating,Speed skating,"SKOBREV, Ivan",RUS,Men,10000M,Silver,Russia
2010,Vancouver,Skating,Speed skating,"HEDRICK, Chad",USA,Men,1000M,Bronze,United States
2010,Vancouver,Skating,Speed skating,"DAVIS, Shani",USA,Men,1000M,Gold,United States
2010,Vancouver,Skating,Speed skating,"MO, Tae-Bum",KOR,Men,1000M,Silver,"Korea, South"
2010,Vancouver,Skating,Speed skating,"van RIESSEN, Laurine",NED,Women,1000M,Bronze,Netherlands
2010,Vancouver,Skating,Speed skating,"NESBITT, Christine",CAN,Women,1000M,Gold,Canada
2010,Vancouver,Skating,Speed skating,"GERRITSEN, Annette",NED,Women,1000M,Silver,Netherlands
2010,Vancouver,Skating,Speed skating,"BOKKO, Havard",NOR,Men,1500M,Bronze,Norway
2010,Vancouver,Skating,Speed skating,"TUITERT, Mark",NED,Men,1500M,Gold,Netherlands
2010,Vancouver,Skating,Speed skating,"DAVIS, Shani",USA,Men,1500M,Silver,United States
2010,Vancouver,Skating,Speed skating,"SABLIKOVA, Martina",CZE,Women,1500M,Bronze,Czech Republic
2010,Vancouver,Skating,Speed skating,"WUST, Ireen",NED,Women,1500M,Gold,Netherlands
2010,Vancouver,Skating,Speed skating,"GROVES, Kristina",CAN,Women,1500M,Silver,Canada
2010,Vancouver,Skating,Speed skating,"GROVES, Kristina",CAN,Women,3000M,Bronze,Canada
2010,Vancouver,Skating,Speed skating,"SABLIKOVA, Martina",CZE,Women,3000M,Gold,Czech Republic
2010,Vancouver,Skating,Speed skating,"BECKERT, Stephanie",GER,Women,3000M,Silver,Germany
2010,Vancouver,Skating,Speed skating,"SKOBREV, Ivan",RUS,Men,5000M,Bronze,Russia
2010,Vancouver,Skating,Speed skating,"KRAMER, Sven",NED,Men,5000M,Gold,Netherlands
2010,Vancouver,Skating,Speed skating,"LEE, Seung-Hoon",KOR,Men,5000M,Silver,"Korea, South"
2010,Vancouver,Skating,Speed skating,"HUGHES, Clara",CAN,Women,5000M,Bronze,Canada
2010,Vancouver,Skating,Speed skating,"SABLIKOVA, Martina",CZE,Women,5000M,Gold,Czech Republic
2010,Vancouver,Skating,Speed skating,"BECKERT, Stephanie",GER,Women,5000M,Silver,Germany
2010,Vancouver,Skating,Speed skating,"KATO, Joji",JPN,Men,500M,Bronze,Japan
2010,Vancouver,Skating,Speed skating,"MO, Tae-Bum",KOR,Men,500M,Gold,"Korea, South"
2010,Vancouver,Skating,Speed skating,"NAGASHIMA, Keiichiro",JPN,Men,500M,Silver,Japan
2010,Vancouver,Skating,Speed skating,"WANG, Beixing",CHN,Women,500M,Bronze,China
2010,Vancouver,Skating,Speed skating,"LEE, Sang-Hwa",KOR,Women,500M,Gold,"Korea, South"
2010,Vancouver,Skating,Speed skating,"WOLF, Jenny",GER,Women,500M,Silver,Germany
2010,Vancouver,Skating,Speed skating,"BLOKHUIJSEN, Jan",NED,Men,Team Pursuit,Bronze,Netherlands
2010,Vancouver,Skating,Speed skating,"KRAMER, Sven",NED,Men,Team Pursuit,Bronze,Netherlands
2010,Vancouver,Skating,Speed skating,"KUIPERS, Simon",NED,Men,Team Pursuit,Bronze,Netherlands
2010,Vancouver,Skating,Speed skating,"TUITERT, Mark",NED,Men,Team Pursuit,Bronze,Netherlands
2010,Vancouver,Skating,Speed skating,"GIROUX, Mathieu",CAN,Men,Team Pursuit,Gold,Canada
2010,Vancouver,Skating,Speed skating,"MAKOWSKY, Lucas",CAN,Men,Team Pursuit,Gold,Canada
2010,Vancouver,Skating,Speed skating,"MORRISON, Denny",CAN,Men,Team Pursuit,Gold,Canada
2010,Vancouver,Skating,Speed skating,"HANSEN, Brian",USA,Men,Team Pursuit,Silver,United States
2010,Vancouver,Skating,Speed skating,"HEDRICK, Chad",USA,Men,Team Pursuit,Silver,United States
2010,Vancouver,Skating,Speed skating,"KUCK, Jonathan",USA,Men,Team Pursuit,Silver,United States
2010,Vancouver,Skating,Speed skating,"MARSICANO, Trevor",USA,Men,Team Pursuit,Silver,United States
2010,Vancouver,Skating,Speed skating,"BACHLEDA-CURUS, Katarzyna",POL,Women,Team Pursuit,Bronze,Poland
2010,Vancouver,Skating,Speed skating,"WOZNIAK, Katarzyna",POL,Women,Team Pursuit,Bronze,Poland
2010,Vancouver,Skating,Speed skating,"ZLOTKOWSKA, Luiza",POL,Women,Team Pursuit,Bronze,Poland
2010,Vancouver,Skating,Speed skating,"ANSCHUTZ THOMS, Daniela",GER,Women,Team Pursuit,Gold,Germany
2010,Vancouver,Skating,Speed skating,"BECKERT, Stephanie",GER,Women,Team Pursuit,Gold,Germany
2010,Vancouver,Skating,Speed skating,"FRIESINGER-POSTMA, Anna",GER,Women,Team Pursuit,Gold,Germany
2010,Vancouver,Skating,Speed skating,"MATTSCHERODT, Katrin",GER,Women,Team Pursuit,Gold,Germany
2010,Vancouver,Skating,Speed skating,"HOZUMI, Masako",JPN,Women,Team Pursuit,Silver,Japan
2010,Vancouver,Skating,Speed skating,"KODAIRA, Nao",JPN,Women,Team Pursuit,Silver,Japan
2010,Vancouver,Skating,Speed skating,"TABATA, Maki",JPN,Women,Team Pursuit,Silver,Japan
